,code,name,lot_size,stock_type,option_type,stock_owner,strike_time,strike_price,suspension,stock_id,index_option_type
259,US.X210430P28000,X 210430 28.00P,100,DRVT,PUT,US.X,2021-04-30,28.0,False,36846663,N/A
260,US.X210430C28500,X 210430 28.50C,100,DRVT,CALL,US.X,2021-04-30,28.5,False,37167675,N/A
261,US.X210430P28500,X 210430 28.50P,100,DRVT,PUT,US.X,2021-04-30,28.5,False,37167502,N/A
262,US.X210430C29000,X 210430 29.00C,100,DRVT,CALL,US.X,2021-04-30,29.0,False,36910731,N/A
263,US.X210430P29000,X 210430 29.00P,100,DRVT,PUT,US.X,2021-04-30,29.0,False,36910730,N/A
264,US.X210430C29500,X 210430 29.50C,100,DRVT,CALL,US.X,2021-04-30,29.5,False,37166283,N/A
265,US.X210430P29500,X 210430 29.50P,100,DRVT,PUT,US.X,2021-04-30,29.5,False,37165929,N/A
266,US.X210430C30000,X 210430 30.00C,100,DRVT,CALL,US.X,2021-04-30,30.0,False,36911433,N/A
267,US.X210430P30000,X 210430 30.00P,100,DRVT,PUT,US.X,2021-04-30,30.0,False,36911451,N/A
268,US.X210430C31000,X 210430 31.00C,100,DRVT,CALL,US.X,2021-04-30,31.0,False,37167609,N/A
269,US.X210430P31000,X 210430 31.00P,100,DRVT,PUT,US.X,2021-04-30,31.0,False,37167141,N/A
270,US.X210430C32000,X 210430 32.00C,100,DRVT,CALL,US.X,2021-04-30,32.0,False,37167496,N/A
271,US.X210430P32000,X 210430 32.00P,100,DRVT,PUT,US.X,2021-04-30,32.0,False,37166902,N/A
272,US.X210430C33000,X 210430 33.00C,100,DRVT,CALL,US.X,2021-04-30,33.0,False,37167607,N/A
273,US.X210430P33000,X 210430 33.00P,100,DRVT,PUT,US.X,2021-04-30,33.0,False,37166961,N/A
274,US.X210430C34000,X 210430 34.00C,100,DRVT,CALL,US.X,2021-04-30,34.0,False,37167659,N/A
275,US.X210430P34000,X 210430 34.00P,100,DRVT,PUT,US.X,2021-04-30,34.0,False,37165852,N/A
276,US.X210430C35000,X 210430 35.00C,100,DRVT,CALL,US.X,2021-04-30,35.0,False,37158866,N/A
277,US.X210430P35000,X 210430 35.00P,100,DRVT,PUT,US.X,2021-04-30,35.0,False,37158877,N/A
278,US.X210430C36000,X 210430 36.00C,100,DRVT,CALL,US.X,2021-04-30,36.0,False,37166292,N/A
279,US.X210430P36000,X 210430 36.00P,100,DRVT,PUT,US.X,2021-04-30,36.0,False,37165854,N/A
280,US.X210430C37000,X 210430 37.00C,100,DRVT,CALL,US.X,2021-04-30,37.0,False,37166207,N/A
281,US.X210430P37000,X 210430 37.00P,100,DRVT,PUT,US.X,2021-04-30,37.0,False,37167513,N/A
282,US.X210430C38000,X 210430 38.00C,100,DRVT,CALL,US.X,2021-04-30,38.0,False,37166774,N/A
283,US.X210430P38000,X 210430 38.00P,100,DRVT,PUT,US.X,2021-04-30,38.0,False,37167022,N/A
284,US.X210430C39000,X 210430 39.00C,100,DRVT,CALL,US.X,2021-04-30,39.0,False,37192895,N/A
285,US.X210430P39000,X 210430 39.00P,100,DRVT,PUT,US.X,2021-04-30,39.0,False,37184857,N/A
286,US.X210430C40000,X 210430 40.00C,100,DRVT,CALL,US.X,2021-04-30,40.0,False,37185079,N/A
287,US.X210430P40000,X 210430 40.00P,100,DRVT,PUT,US.X,2021-04-30,40.0,False,37184970,N/A
